index,Title,Date,Genre,orig_lang,Revenue($),Budget($),country,score
10229,Mukhbiir,29-08-2008,thriller,Hindi,4800000,10458210,India,55
10230,A Wednesday!,05-09-2008,"drama,thriller",Hindi,4080000,2763840,India,53
10231,Tahaan,05-09-2008,"adventure,drama",Hindi,12000,1680,India,62
10232,1920,12-09-2008,"mystery,horror,romance,thriller",Hindi,12000,192,India,55
10233,The Last Lear,12-09-2008,"biography,drama",Hindi,24000,4200,India,59
10234,Welcome to Sajjanpur,19-09-2008,"drama,comedy",Hindi,600000,98400,India,82
10235,Saas Bahu Aur Sensex,19-09-2008,comedy,Hindi,108000,870,India,61
10236,Hari Puttar: A Comedy of Terrors,26-09-2008,comedy,Hindi,900000,436800,India,44
10237,Kidnap,02-10-2008,"crime,thriller",Hindi,720000,86400,India,72
10238,Drona,02-10-2008,"fantasy,adventure,action",Hindi,510000,40800,India,77
10239,Hello,10-10-2008,"drama,romance",Hindi,870000,466800,India,86
10240,Karzzzz,17-10-2008,"action,romance",Hindi,1320000,141600,India,92
10241,Heroes,24-10-2008,drama,Hindi,660000,92400,India,70
10242,Roadside Romeo,24-10-2008,"family,animation,romance",Hindi,120000,13500,India,30
10243,Golmaal Returns,29-10-2008,comedy,Hindi,720000,720,India,68
10244,Fashion,29-10-2008,"drama,romance",Hindi,450000,445200,India,71
10245,EMI - Liya Hai Toh Chukana Parega,07-11-2008,"social,comedy",Hindi,270000,23700,India,58
10246,Ek Vivaah... Aisa Bhi,07-11-2008,drama,Hindi,1080000,1251600,India,38
10247,Dostana,14-11-2008,comedy,Hindi,540000,25200,India,86
10248,Dasvidaniya,14-11-2008,"romance,musical,drama,comedy",Hindi,8520000,4773900,India,67
10249,Deshdrohi,14-11-2008,politics,Hindi,3840000,4095600,India,98
10250,Yuvvraaj,21-11-2008,"family,musical,drama,romance",Hindi,1800000,13125600,India,35
10251,Oye Lucky! Lucky Oye!,28-11-2008,"drama,comedy",Hindi,3240000,4500240,India,33
10252,Sorry Bhai!,28-11-2008,romance,Hindi,960000,35216.256,India,33
10253,Maharathi,28-11-2008,thriller,Hindi,180000,2520,India,75
10254,Dil Kabaddi,05-12-2008,"romance,comedy",Hindi,24000,12600,India,68
10255,Meerabai Not Out,05-12-2008,drama,Hindi,18000,5700,India,94
10256,"Oh, My God",05-12-2008,comedy,Hindi,1080000,3364800,India,51
10257,Gumnaam Ã‚Âƒ?? The Mystery,05-12-2008,"mystery,thriller",Hindi,1200000,388800,India,25
10258,Rab Ne Bana Di Jodi,12-12-2008,romance,Hindi,660000,34200,India,87
10259,Wafaa,19-12-2008,"drama,romance",Hindi,690000,20400,India,23
10260,Ghajini,26-12-2008,"action,thriller,mystery,romance,drama",Hindi,450000,278400,India,38
10261,Jumbo,26-12-2008,animation,Hindi,480000,269760,India,55
10262,Chandni Chowk to China,16-01-2009,"action,comedy",Hindi,1200000,896160,India,79
10263,Aasma: The Sky Is the Limit,23-01-2009,drama,Hindi,720000,211560,India,67
10264,Raaz Ã‚Âƒ?? The Mystery Continues,23-01-2009,horror,Hindi,480000,670800,India,27
10265,Luck by Chance,30-01-2009,drama,Hindi,270000,190800,India,54
10266,Victory,30-01-2009,sport,Hindi,2760000,2343000,India,67
10267,Dev.D,06-02-2009,romance,Hindi,1440000,1593570,India,75
10268,Chal Chala Chal,06-02-2009,comedy,Hindi,1080000,412800,India,91
10269,Mere Khwabon Mein Jo Aaye,06-02-2009,"fantasy,musical,drama",Hindi,3000000,4802400,India,75
10270,Billu,13-02-2009,drama,Hindi,12360000,14897460,India,29
10271,The Stoneman Murders,13-02-2009,"crime,mystery,drama",Hindi,1140000,790470,India,80
10272,Delhi-6,20-02-2009,"drama,romance",Hindi,3840000,3516060,India,47
10273,Kisse Pyaar Karoon,27-02-2009,romance,Hindi,2640000,5197320,India,62
10274,13B,06-03-2009,horror,Hindi,8040000,16214970,India,67
10275,Dhoondte Reh Jaaoge,06-03-2009,comedy,Hindi,5520000,6122175,India,56
10276,Karma Aur Holi,06-03-2009,drama,Hindi,900000,621300,India,54
10277,Jai Veeru,13-03-2009,"action,comedy",Hindi,1680000,1241400,India,81
10278,Little Zizou,13-03-2009,comedy,Hindi,1500000,1249200,India,29
10279,Gulaal,13-03-2009,drama,Hindi,540000,190200,India,31
10280,Aloo Chaat,20-03-2009,"comedy,romantic",Hindi,3000000,612555,India,42
10281,Barah Aana,20-03-2009,drama,Hindi,3480000,4855200,India,33
10282,Firaaq,20-03-2009,political,Hindi,1620000,1378275,India,40
10283,Lottery,20-03-2009,comedy,Hindi,4200000,10221360,India,95
10284,Straight,20-03-2009,"comedy,romantic",Hindi,10800000,12141840,India,88
10285,Aa Dekhen Zara,27-03-2009,"action,thriller",Hindi,7440000,13251120,India,67
10286,99,27-03-2009,comedy,Hindi,11160000,10664610,India,96
10287,Ek: The Power of One,27-03-2009,"action,thriller",Hindi,1320000,2779800,India,95
10288,8 x 10 Tasveer,03-04-2009,"action,thriller",Hindi,8760000,10920900,India,66
10289,Ek Se Bure Do,10-04-2009,comedy,Hindi,4560000,2328360,India,97
10290,Pal Pal Dil Ke Saath,10-04-2009,drama,Hindi,6240000,3134850,India,31
10291,Coffee House,10-04-2009,drama,Hindi,3240000,2326800,India,51
10292,School Days,10-04-2009,unknown,Hindi,1800000,5607120,India,65
10293,Royal Utsav,10-04-2009,"historical,drama",Hindi,2640000,3835380,India,77
10294,Chowrasta Crossroads of Love,17-04-2009,drama,Hindi,4200000,9600960,India,40
10295,Meri Padosan,17-04-2009,comedy,Hindi,4920000,7413300,India,22
10296,Sikandar,22-04-2009,social,Hindi,6000000,20347620,India,44
10297,Sanam Teri Kasam,06-05-2009,"romance,comedy",Hindi,4920000,16956420,India,34
10298,Team - The Force,06-05-2009,action,Hindi,7920000,19159680,India,54
10299,Kal Kissne Dekha,12-06-2009,"comedy,social,drama,romance",Hindi,12600000,25988370,India,82
10300,Zor Lagaa Ke...Haiya!,12-06-2009,unknown,Hindi,17040000,37325400,India,92
10301,Let's Dance,19-06-2009,romance,Hindi,8160000,7895925,India,81
10302,Paying Guests,19-06-2009,comedy,Hindi,1560000,3974100,India,27
10303,New York,26-06-2009,"action,romance,thriller",Hindi,3120000,5089440,India,69
10304,Kambakkht Ishq,03-07-2009,"romance,action,comedy",Hindi,180000,9600,India,61
10305,Sankat City,10-07-2009,"dark,comedy",Hindi,30000,2040,India,90
10306,Shortkut,10-07-2009,comedy,Hindi,180000,6300,India,88
10307,Jashnn,17-07-2009,musical,Hindi,570000,27900,India,74
10308,Luck,24-07-2009,"action,thriller",Hindi,18000,1560,India,96
10309,Love Aaj Kal,31-07-2009,romance,Hindi,48000,2580,India,29
10310,Agyaat,07-08-2009,horror,Hindi,150000,26100,India,50
10311,Chal Chalein,07-08-2009,social,Hindi,1560000,982800,India,37
10312,Teree Sang,10-08-2009,drama,Hindi,660000,60000,India,49
10313,Kaminey,14-08-2009,drama,Hindi,180000,5100,India,83
10314,Life Partner,14-08-2009,"romance,comedy",Hindi,960000,67200,India,87
10315,Daddy Cool,28-08-2009,comedy,Hindi,10320000,21170640,India,47
10316,Kisaan,28-08-2009,social,Hindi,4920000,3264300,India,61
10317,Love Khichdi,28-08-2009,comedy,Hindi,5760000,14339700,India,52
10318,Quick Gun Murugun,28-08-2009,comedy,Hindi,6000000,14876100,India,59
10319,Toss,28-08-2009,thriller,Hindi,7320000,8522790,India,79
10320,Yeh Mera India,28-08-2009,social,Hindi,9600000,7670550,India,34
10321,"Three Ã‚Âƒ?? Love, Lies and Betrayal",03-09-2009,thriller,Hindi,8400000,10179360,India,56
10322,Aagey Se Right,04-09-2009,comedy,Hindi,7560000,11646480,India,71
10323,Chintu Ji,04-09-2009,comedy,Hindi,2160000,3981960,India,93
10324,Fox,04-09-2009,drama,Hindi,5400000,11941740,India,48
10325,Aamras,11-09-2009,drama,Hindi,9720000,12396360,India,62
10326,Baabarr,11-09-2009,action,Hindi,11640000,23392200,India,97
10327,Phir Kabhi,11-09-2009,drama,Hindi,13440000,14771400,India,54
10328,Vaada Raha,11-09-2009,romance,Hindi,2520000,416400,India,38
10329,Dil Bole Hadippa!,18-09-2009,"comedy,sport,romantic",Hindi,9480000,16297440,India,55
10330,Wanted,18-09-2009,"action,romance",Hindi,12000000,11005200,India,51
10331,Blue Oranges,18-09-2009,thriller,Hindi,4200000,2829600,India,38
10332,What's Your Raashee?,25-09-2009,"comedy,romantic",Hindi,6000000,12434880,India,35
10333,Do Knot Disturb,02-10-2009,"romance,comedy",Hindi,9000000,14981280,India,20
10334,Wake Up Sid,02-10-2009,"comedy,romantic",Hindi,2160000,8294400,India,93
10335,Acid Factory,09-10-2009,action,Hindi,7440000,6747150,India,38
10336,All The Best: Fun Begins,16-10-2009,comedy,Hindi,6000000,6724860,India,59
10337,Blue,16-10-2009,action,Hindi,9240000,23817300,India,71
10338,Main Aurr Mrs Khanna,16-10-2009,"drama,romance",Hindi,10920000,15046200,India,51
10339,Bal Ganesh 2,23-10-2009,animation,Hindi,2040000,6558210,India,24
10340,Fruit and Nut,23-10-2009,comedy,Hindi,3840000,8139030,India,72
10341,Love Ka Tadka,23-10-2009,"comedy,romantic",Hindi,3840000,9940530,India,76
10342,London Dreams,30-10-2009,"musical,drama,romance,social",Hindi,7200000,9822240,India,79
10343,Aladin,30-10-2009,fantasy,Hindi,4200000,7535040,India,21
10344,Ajab Prem Ki Ghazab Kahani,06-11-2009,"romance,comedy",Hindi,2040000,3283800,India,60
10345,Jail,06-11-2009,social,Hindi,3000000,1751430,India,33
10346,Tum Mile,13-11-2009,romance,Hindi,6480000,9652320,India,62
10347,Aao Wish Karein,13-11-2009,fantasy,Hindi,7800000,10267560,India,88
10348,Kurbaan,20-11-2009,"romance,thriller",Hindi,4320000,10072680,India,77
10349,Shaabash! You Can Do It,20-11-2009,"social,comedy,thriller",Hindi,5640000,13956420,India,36
10350,Marega Salaa,20-11-2009,action,Hindi,8640000,22608600,India,78
10351,De Dana Dan ,27-11-2009,comedy,Hindi,4200000,5552160,India,47
10352,Radio,03-12-2009,musical,Hindi,5640000,3853050,India,63
10353,Paa,04-12-2009,"family,drama",Hindi,9000000,24009600,India,22
10354,Rocket Singh: Salesman of the Year,11-12-2009,comedy,Hindi,9960000,21928110,India,44
10355,Raat Gayi Baat Gayi?,18-12-2009,drama,Hindi,1800000,2768730,India,53
10356,3 Idiots,25-12-2009,comedy,Hindi,1320000,938490,India,29
10357,Accident on Hill Road,31-12-2009,thriller,Hindi,3000000,14589300,India,58
10358,Dulha Mil Gaya,08-01-2010,"comedy,romantic",Hindi,3720000,6194400,India,25
10359,Pyaar Impossible!,08-01-2010,"comedy,romantic",Hindi,2400000,3189900,India,74
10360,Chance Pe Dance,15-01-2010,"romance,comedy",Hindi,1920000,5098350,India,74
10361,Hello! Hum Lallan Bol Rahe Hain,15-01-2010,comedy,Hindi,3720000,8569230,India,85
10362,The Waiting Room,15-01-2010,thriller,Hindi,6120000,5555325,India,28
10363,Veer,22-01-2010,"epic,film",Hindi,1200000,537600,India,30
10364,Ishqiya,29-01-2010,"crime,romance,comedy",Hindi,1020000,166800,India,33
10365,Rann,29-01-2010,drama,Hindi,2280000,4550400,India,86
10366,Road to Sangam,29-01-2010,drama,Hindi,2280000,2544450,India,70
10367,The Hangman,05-02-2010,drama,Hindi,120000,1920,India,34
10368,Striker,05-02-2010,action,Hindi,1920000,1588560,India,48
10369,My Name Is Khan,12-02-2010,drama,Hindi,960000,899640,India,78
10370,Sukhmani,12-02-2010,drama,Hindi,2880000,1606500,India,75
10371,Aakhari Decision,19-02-2010,action,Hindi,2400000,4348560,India,63
10372,Click,19-02-2010,horror,Hindi,1320000,2026380,India,96
10373,Toh Baat Pakki!,19-02-2010,comedy,Hindi,120000,34800,India,33
10374,Karthik Calling Karthik,26-02-2010,thriller,Hindi,90000,1680,India,48
10375,Teen Patti,26-02-2010,"drama,thriller",Hindi,24000,1680,India,37
10376,Atithi Tum Kab Jaoge?,05-03-2010,comedy,Hindi,930000,133200,India,32
10377,Hello Zindagi,05-03-2010,drama,Hindi,1440000,1610160,India,69
10378,"Road, Movie",05-03-2010,drama,Hindi,1320000,501600,India,71
10379,Rokkk,05-03-2010,thriller,Hindi,420000,29400,India,89
10380,Thanks Maa,05-03-2010,drama,Hindi,1140000,1371720,India,34
10381,Do Dilon Ke Khel Mein,12-03-2010,"comedy,romantic",Hindi,1260000,1338210,India,44
10382,Hide & Seek,12-03-2010,thriller,Hindi,2400000,7536525,India,62
10383,Na Ghar Ke Na Ghaat Ke,12-03-2010,comedy,Hindi,2040000,1577880,India,87
10384,Right Yaaa Wrong,12-03-2010,action,Hindi,5520000,16669650,India,43
10385,Trump Card,12-03-2010,"action,thriller",Hindi,30000,16500,India,45
10386,Idiot Box,19-03-2010,drama,Hindi,300000,12900,India,81
10387,Lahore,19-03-2010,"sport,social",Hindi,18000,4500,India,51
10388,Love Sex aur Dhokha,19-03-2010,"found,footage",Hindi,15000,3900,India,61
10389,Shaapit,19-03-2010,horror,Hindi,480000,7500,India,35
10390,Hum Tum Aur Ghost,26-03-2010,comedy,Hindi,330000,24600,India,86
10391,It's a Man's World,26-03-2010,social,Hindi,390000,51000,India,63
10392,Mittal v/s Mittal,26-03-2010,romance,Hindi,120000,4800,India,29
10393,My Friend Ganesha 3,26-03-2010,animation,Hindi,18000,9300,India,40
10394,Prem Kaa Game,26-03-2010,comedy,Hindi,12000,10200,India,62
10395,Well Done Abba,26-03-2010,social,Hindi,24000,14100,India,24
10396,Pankh,02-04-2010,social,Hindi,18000,9900,India,73
10397,Sadiyaan,02-04-2010,romance,Hindi,18000,15600,India,41
10398,Tum Milo Toh Sahi,02-04-2010,"social,drama",Hindi,300000,20400,India,72
10399,Jaane Kahan Se Aayi Hai,09-04-2010,"fantasy,romance,comedy",Hindi,96000,80400,India,89
10400,Prince - It's Showtime,09-04-2010,"action,thriller",Hindi,270000,14100,India,36
10401,The Japanese Wife,09-04-2010,romance,Hindi,1020000,160800,India,25
10402,Paathshaala,16-04-2010,social,Hindi,24000,5400,India,61
10403,Phoonk 2,16-04-2010,horror,Hindi,660000,54600,India,59
10404,Apartment,23-04-2010,thriller,Hindi,3480000,13125360,India,82
10405,Bird Idol,23-04-2010,animation,Hindi,30000,864,India,36
10406,City of Gold,23-04-2010,social,Hindi,2160000,915600,India,29
10407,Kuchh Kariye,23-04-2010,unknown,Hindi,1080000,2221500,India,77
10408,Muskurake Dekh Zara,23-04-2010,"comedy,romantic",Hindi,4320000,6130440,India,75
10409,Chase,30-04-2010,action,Hindi,2520000,2943120,India,67
10410,Housefull,30-04-2010,comedy,Hindi,1320000,3866400,India,45
10411,Badmaash Company,07-05-2010,"drama,romance",Hindi,2520000,5871900,India,38
10412,It's a Wonderful Afterlife,07-05-2010,drama,Hindi,5880000,4455300,India,47
10413,Admissions Open,14-05-2010,drama,Hindi,1680000,4716570,India,91
10414,Bumm Bumm Bole,14-05-2010,"child,drama",Hindi,1020000,1405440,India,62
10415,Kushti,14-05-2010,"romance,comedy",Hindi,2520000,1527600,India,46
10416,Kites,21-05-2010,"romance,thriller",Hindi,3240000,7146420,India,66
10417,Raajneeti,04-06-2010,"drama,political,thriller",Hindi,4320000,2464560,India,82
10418,Ek Second... Jo Zindagi Badal De?,11-06-2010,thriller,Hindi,1320000,175200,India,24
10419,Raavan,18-06-2010,"action,romance",Hindi,750000,477840,India,67
10420,Krantiveer - The Revolution,25-06-2010,action,Hindi,2760000,4912440,India,85
10421,Mr. Singh / Mrs. Mehta,25-06-2010,drama,Hindi,5040000,16951800,India,43
10422,I Hate Luv Storys,02-07-2010,romance,Hindi,3600000,4659360,India,96
10423,Milenge Milenge,09-07-2010,romance,Hindi,2400000,4654800,India,59
10424,Red Alert: The War Within,09-07-2010,action,Hindi,720000,41400,India,62
10425,Lamhaa,16-07-2010,action,Hindi,150000,1740,India,46
10426,Tere Bin Laden,16-07-2010,comedy,Hindi,72000,2580,India,49
10427,Udaan,16-07-2010,drama,Hindi,36000,64800,India,42
10428,Khatta Meetha,23-07-2010,"romance,drama,comedy",Hindi,360000,64800,India,21
10429,Once Upon a Time in Mumbaai,30-07-2010,"crime,action,romance,thriller",Hindi,2880000,8896200,India,22
10430,Aisha,06-08-2010,romance,Hindi,4800000,5409000,India,91
10431,Help,13-08-2010,horror,Hindi,570000,369870,India,23
10432,Peepli Live,13-08-2010,"comedy,political",Hindi,1080000,992580,India,31
10433,Lafangey Parindey,20-08-2010,romance,Hindi,90000,2400,India,28
10434,Mr. Bhatti on Chutti,20-08-2010,comedy,Hindi,18000,3900,India,62
10435,Hello Darling,27-08-2010,comedy,Hindi,360000,12000,India,53
10436,Antardwand,27-08-2010,crime,Hindi,630000,146400,India,40
10437,Life Express,27-08-2010,"family,drama",Hindi,24000,1500,India,65
10438,Aashayein,27-08-2010,drama,Hindi,600000,27000,India,88
10439,Soch Lo,27-08-2010,"mystery,suspense",Hindi,570000,544200,India,42
10440,We Are Family,02-09-2010,"drama,romance",Hindi,720000,184800,India,89
10441,Mallika,02-09-2010,horror,Hindi,30000,1200,India,62
10442,The Film Emotional Atyachar,02-09-2010,drama,Hindi,330000,12000,India,90
10443,Dabangg,10-09-2010,action,Hindi,30000,1380,India,50
10444,Robot,01-10-2010,"science,fiction",Hindi,210000,1800,India,69
10445,Anjaana Anjaani,01-10-2010,romance,Hindi,120000,1710,India,43
10446,Khichdi: The Movie,01-10-2010,comedy,Hindi,51000,60000,India,72
